match_id,series_id,series_name,host_country,match_type,match_desc,match_date,venue_name,venue_city,venue_country,venue_capacity,team1,team2,winner_team,victory_margin,victory_type,toss_winner,toss_decision,player_id,player_name,country,playing_role,batting_style,bowling_style,runs_scored,balls_faced,batting_position,centuries,wickets_taken,overs_bowled,economy_rate,catches,stumpings
M003,S002,World Cup 2023,India,ODI,Australia vs New Zealand ODI,15-07-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,5,wickets,New Zealand,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,75,88,10,0,0,0,0,1,0
M003,S002,World Cup 2023,India,ODI,Australia vs New Zealand ODI,15-07-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,5,wickets,New Zealand,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,56,106,1,0,0,0,0,0,0
M003,S002,World Cup 2023,India,ODI,Australia vs New Zealand ODI,15-07-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,5,wickets,New Zealand,Bat,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,65,46,8,0,5,30,4.2,0,0
M003,S002,World Cup 2023,India,ODI,Australia vs New Zealand ODI,15-07-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,5,wickets,New Zealand,Bat,P005,Kane Williamson,New Zealand,Batsman,Right-hand bat,Right-arm offbreak,111,16,7,1,0,0,0,3,0
M004,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,14-04-2023,Eden Gardens,Kolkata,India,66000,Australia,Bangladesh,Bangladesh,66,wickets,Australia,Bowl,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,124,77,8,1,2,8,3.6,1,0
M004,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,14-04-2023,Eden Gardens,Kolkata,India,66000,Australia,Bangladesh,Bangladesh,66,wickets,Australia,Bowl,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,138,97,8,1,1,4,2.9,3,0
M004,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,14-04-2023,Eden Gardens,Kolkata,India,66000,Australia,Bangladesh,Bangladesh,66,wickets,Australia,Bowl,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,99,14,11,0,5,20,6.1,3,0
M004,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,14-04-2023,Eden Gardens,Kolkata,India,66000,Australia,Bangladesh,Bangladesh,66,wickets,Australia,Bowl,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,95,7,2,0,1,4,6.2,0,0
M004,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,14-04-2023,Eden Gardens,Kolkata,India,66000,Australia,Bangladesh,Bangladesh,66,wickets,Australia,Bowl,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,65,14,2,0,0,0,0,1,0
M005,S002,World Cup 2023,India,ODI,England vs Australia ODI,14-05-2024,Eden Gardens,Kolkata,India,66000,England,Australia,England,108,runs,Australia,Bat,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,67,45,3,0,0,0,0,3,0
M005,S002,World Cup 2023,India,ODI,England vs Australia ODI,14-05-2024,Eden Gardens,Kolkata,India,66000,England,Australia,England,108,runs,Australia,Bat,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,110,25,1,1,0,0,0,0,0
M005,S002,World Cup 2023,India,ODI,England vs Australia ODI,14-05-2024,Eden Gardens,Kolkata,India,66000,England,Australia,England,108,runs,Australia,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,147,106,5,1,0,0,0,2,0
M005,S002,World Cup 2023,India,ODI,England vs Australia ODI,14-05-2024,Eden Gardens,Kolkata,India,66000,England,Australia,England,108,runs,Australia,Bat,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,12,65,9,0,0,0,0,2,1
M005,S002,World Cup 2023,India,ODI,England vs Australia ODI,14-05-2024,Eden Gardens,Kolkata,India,66000,England,Australia,England,108,runs,Australia,Bat,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,56,75,1,0,3,15,4.9,3,0
M006,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,02-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,New Zealand,53,wickets,New Zealand,Bat,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,129,54,7,1,0,0,0,1,0
M006,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,02-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,New Zealand,53,wickets,New Zealand,Bat,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,127,37,9,1,0,0,0,3,0
M006,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,02-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,New Zealand,53,wickets,New Zealand,Bat,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,12,8,1,0,0,0,0,2,0
M006,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,02-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,New Zealand,53,wickets,New Zealand,Bat,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,113,33,2,1,1,6,6.8,3,0
M006,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,02-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,New Zealand,53,wickets,New Zealand,Bat,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,31,45,3,0,0,0,0,0,2
M007,S001,Border-Gavaskar Trophy,India,Test,New Zealand vs Bangladesh Test,29-10-2023,Lord's,London,England,30000,New Zealand,Bangladesh,New Zealand,98,wickets,New Zealand,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,105,41,10,1,0,0,0,0,0
M007,S001,Border-Gavaskar Trophy,India,Test,New Zealand vs Bangladesh Test,29-10-2023,Lord's,London,England,30000,New Zealand,Bangladesh,New Zealand,98,wickets,New Zealand,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,97,2,7,0,0,0,0,0,0
M007,S001,Border-Gavaskar Trophy,India,Test,New Zealand vs Bangladesh Test,29-10-2023,Lord's,London,England,30000,New Zealand,Bangladesh,New Zealand,98,wickets,New Zealand,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,78,72,11,0,0,0,0,1,0
M007,S001,Border-Gavaskar Trophy,India,Test,New Zealand vs Bangladesh Test,29-10-2023,Lord's,London,England,30000,New Zealand,Bangladesh,New Zealand,98,wickets,New Zealand,Bat,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,83,91,4,0,3,12,3.1,0,0
M007,S001,Border-Gavaskar Trophy,India,Test,New Zealand vs Bangladesh Test,29-10-2023,Lord's,London,England,30000,New Zealand,Bangladesh,New Zealand,98,wickets,New Zealand,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,6,11,9,0,1,3,4.8,2,0
M008,S003,England Tour of India 2025,India,Test,India vs Australia Test,03-07-2023,Lord's,London,England,30000,India,Australia,Australia,22,wickets,India,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,80,22,3,0,0,0,0,0,0
M008,S003,England Tour of India 2025,India,Test,India vs Australia Test,03-07-2023,Lord's,London,England,30000,India,Australia,Australia,22,wickets,India,Bat,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,113,58,2,1,4,16,6.6,2,0
M008,S003,England Tour of India 2025,India,Test,India vs Australia Test,03-07-2023,Lord's,London,England,30000,India,Australia,Australia,22,wickets,India,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,14,93,1,0,0,0,0,3,0
M008,S003,England Tour of India 2025,India,Test,India vs Australia Test,03-07-2023,Lord's,London,England,30000,India,Australia,Australia,22,wickets,India,Bat,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,74,13,2,0,0,0,0,2,0
M008,S003,England Tour of India 2025,India,Test,India vs Australia Test,03-07-2023,Lord's,London,England,30000,India,Australia,Australia,22,wickets,India,Bat,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,44,67,11,0,0,0,0,2,0
M009,S003,England Tour of India 2025,India,Test,Bangladesh vs New Zealand Test,12-06-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,113,runs,New Zealand,Bowl,P005,Kane Williamson,New Zealand,Batsman,Right-hand bat,Right-arm offbreak,126,51,8,1,0,0,0,3,0
M009,S003,England Tour of India 2025,India,Test,Bangladesh vs New Zealand Test,12-06-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,113,runs,New Zealand,Bowl,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,39,117,9,0,0,0,0,1,0
M009,S003,England Tour of India 2025,India,Test,Bangladesh vs New Zealand Test,12-06-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,113,runs,New Zealand,Bowl,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,117,55,9,1,0,0,0,2,1
M009,S003,England Tour of India 2025,India,Test,Bangladesh vs New Zealand Test,12-06-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,113,runs,New Zealand,Bowl,P005,Kane Williamson,New Zealand,Batsman,Right-hand bat,Right-arm offbreak,57,30,10,0,0,0,0,3,0
M009,S003,England Tour of India 2025,India,Test,Bangladesh vs New Zealand Test,12-06-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,113,runs,New Zealand,Bowl,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,37,52,10,0,0,0,0,1,2
M010,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,28-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,68,runs,New Zealand,Bat,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,9,33,9,0,0,0,0,1,2
M010,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,28-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,68,runs,New Zealand,Bat,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,95,4,4,0,5,10,3.3,3,0
M010,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,28-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,68,runs,New Zealand,Bat,P005,Kane Williamson,New Zealand,Batsman,Right-hand bat,Right-arm offbreak,138,69,6,1,0,0,0,2,0
M010,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,28-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,68,runs,New Zealand,Bat,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,93,18,5,0,0,0,0,2,0
M010,S001,Border-Gavaskar Trophy,India,Test,Australia vs New Zealand Test,28-04-2024,Eden Gardens,Kolkata,India,66000,Australia,New Zealand,Australia,68,runs,New Zealand,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,142,53,11,1,2,8,7.9,3,0
M011,S001,Border-Gavaskar Trophy,India,Test,England vs Bangladesh Test,31-01-2023,Lord's,London,England,30000,England,Bangladesh,England,112,wickets,England,Bowl,P001,Virat Kohli,India,Batsman,Right-hand bat,None,93,3,9,0,0,0,0,3,0
M011,S001,Border-Gavaskar Trophy,India,Test,England vs Bangladesh Test,31-01-2023,Lord's,London,England,30000,England,Bangladesh,England,112,wickets,England,Bowl,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,106,111,5,1,0,0,0,0,2
M011,S001,Border-Gavaskar Trophy,India,Test,England vs Bangladesh Test,31-01-2023,Lord's,London,England,30000,England,Bangladesh,England,112,wickets,England,Bowl,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,88,100,4,0,3,9,4.2,2,0
M011,S001,Border-Gavaskar Trophy,India,Test,England vs Bangladesh Test,31-01-2023,Lord's,London,England,30000,England,Bangladesh,England,112,wickets,England,Bowl,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,96,83,6,0,0,0,0,2,1
M011,S001,Border-Gavaskar Trophy,India,Test,England vs Bangladesh Test,31-01-2023,Lord's,London,England,30000,England,Bangladesh,England,112,wickets,England,Bowl,P001,Virat Kohli,India,Batsman,Right-hand bat,None,35,54,8,0,0,0,0,0,0
M012,S001,Border-Gavaskar Trophy,India,Test,Australia vs Bangladesh Test,27-01-2023,Lord's,London,England,30000,Australia,Bangladesh,Bangladesh,76,wickets,Australia,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,73,43,11,0,2,4,6.7,3,0
M012,S001,Border-Gavaskar Trophy,India,Test,Australia vs Bangladesh Test,27-01-2023,Lord's,London,England,30000,Australia,Bangladesh,Bangladesh,76,wickets,Australia,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,94,30,6,0,0,0,0,0,0
M012,S001,Border-Gavaskar Trophy,India,Test,Australia vs Bangladesh Test,27-01-2023,Lord's,London,England,30000,Australia,Bangladesh,Bangladesh,76,wickets,Australia,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,7,22,2,0,2,4,6.7,3,0
M012,S001,Border-Gavaskar Trophy,India,Test,Australia vs Bangladesh Test,27-01-2023,Lord's,London,England,30000,Australia,Bangladesh,Bangladesh,76,wickets,Australia,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,31,111,6,0,2,8,5,2,0
M012,S001,Border-Gavaskar Trophy,India,Test,Australia vs Bangladesh Test,27-01-2023,Lord's,London,England,30000,Australia,Bangladesh,Bangladesh,76,wickets,Australia,Bat,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,83,81,5,0,0,0,0,2,0
M013,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,26-02-2024,Chinnaswamy Stadium,Bangalore,India,40000,Australia,Bangladesh,Bangladesh,97,wickets,Bangladesh,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,30,43,9,0,0,0,0,1,0
M013,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,26-02-2024,Chinnaswamy Stadium,Bangalore,India,40000,Australia,Bangladesh,Bangladesh,97,wickets,Bangladesh,Bat,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,76,15,1,0,0,0,0,1,0
M013,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,26-02-2024,Chinnaswamy Stadium,Bangalore,India,40000,Australia,Bangladesh,Bangladesh,97,wickets,Bangladesh,Bat,P001,Virat Kohli,India,Batsman,Right-hand bat,None,140,86,5,1,0,0,0,1,0
M013,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,26-02-2024,Chinnaswamy Stadium,Bangalore,India,40000,Australia,Bangladesh,Bangladesh,97,wickets,Bangladesh,Bat,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,18,75,9,0,0,0,0,0,0
M013,S003,England Tour of India 2025,India,Test,Australia vs Bangladesh Test,26-02-2024,Chinnaswamy Stadium,Bangalore,India,40000,Australia,Bangladesh,Bangladesh,97,wickets,Bangladesh,Bat,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,126,37,5,1,0,0,0,0,0
M014,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs Australia Test,12-03-2024,Eden Gardens,Kolkata,India,66000,Bangladesh,Australia,Australia,8,wickets,Bangladesh,Bat,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,12,31,2,0,1,2,3.4,2,0
M014,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs Australia Test,12-03-2024,Eden Gardens,Kolkata,India,66000,Bangladesh,Australia,Australia,8,wickets,Bangladesh,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,100,38,7,1,2,6,6.6,0,0
M014,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs Australia Test,12-03-2024,Eden Gardens,Kolkata,India,66000,Bangladesh,Australia,Australia,8,wickets,Bangladesh,Bat,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,37,25,9,0,3,12,4.9,3,0
M014,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs Australia Test,12-03-2024,Eden Gardens,Kolkata,India,66000,Bangladesh,Australia,Australia,8,wickets,Bangladesh,Bat,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,140,21,6,1,4,20,7.8,0,0
M014,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs Australia Test,12-03-2024,Eden Gardens,Kolkata,India,66000,Bangladesh,Australia,Australia,8,wickets,Bangladesh,Bat,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,12,64,2,0,3,15,6.1,3,0
M015,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs New Zealand Test,24-02-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,4,wickets,Bangladesh,Bowl,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,12,30,6,0,4,20,3,0,0
M015,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs New Zealand Test,24-02-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,4,wickets,Bangladesh,Bowl,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,102,101,8,1,1,3,7.8,0,0
M015,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs New Zealand Test,24-02-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,4,wickets,Bangladesh,Bowl,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,99,2,10,0,2,10,3.2,3,0
M015,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs New Zealand Test,24-02-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,4,wickets,Bangladesh,Bowl,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,130,64,2,1,4,16,4.4,1,0
M015,S001,Border-Gavaskar Trophy,India,Test,Bangladesh vs New Zealand Test,24-02-2024,MCG,Melbourne,Australia,100000,Bangladesh,New Zealand,New Zealand,4,wickets,Bangladesh,Bowl,P001,Virat Kohli,India,Batsman,Right-hand bat,None,40,11,5,0,0,0,0,2,0
M016,S001,Border-Gavaskar Trophy,India,Test,India vs New Zealand Test,08-06-2023,MCG,Melbourne,Australia,100000,India,New Zealand,India,55,wickets,New Zealand,Bowl,P001,Virat Kohli,India,Batsman,Right-hand bat,None,57,21,5,0,0,0,0,3,0
M016,S001,Border-Gavaskar Trophy,India,Test,India vs New Zealand Test,08-06-2023,MCG,Melbourne,Australia,100000,India,New Zealand,India,55,wickets,New Zealand,Bowl,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,128,37,4,1,0,0,0,2,0
M016,S001,Border-Gavaskar Trophy,India,Test,India vs New Zealand Test,08-06-2023,MCG,Melbourne,Australia,100000,India,New Zealand,India,55,wickets,New Zealand,Bowl,P003,Ben Stokes,England,All-rounder,Left-hand bat,Right-arm fast-medium,150,25,7,1,3,9,5.1,2,0
M016,S001,Border-Gavaskar Trophy,India,Test,India vs New Zealand Test,08-06-2023,MCG,Melbourne,Australia,100000,India,New Zealand,India,55,wickets,New Zealand,Bowl,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,107,91,9,1,0,0,0,2,0
M016,S001,Border-Gavaskar Trophy,India,Test,India vs New Zealand Test,08-06-2023,MCG,Melbourne,Australia,100000,India,New Zealand,India,55,wickets,New Zealand,Bowl,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,23,114,9,0,0,0,0,3,0
M017,S003,England Tour of India 2025,India,Test,New Zealand vs Australia Test,12-09-2023,Chinnaswamy Stadium,Bangalore,India,40000,New Zealand,Australia,New Zealand,105,runs,New Zealand,Bowl,P007,MS Dhoni,India,Wicket-keeper,Right-hand bat,None,38,61,2,0,0,0,0,0,1
M017,S003,England Tour of India 2025,India,Test,New Zealand vs Australia Test,12-09-2023,Chinnaswamy Stadium,Bangalore,India,40000,New Zealand,Australia,New Zealand,105,runs,New Zealand,Bowl,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,73,42,2,0,4,12,6.4,2,0
M017,S003,England Tour of India 2025,India,Test,New Zealand vs Australia Test,12-09-2023,Chinnaswamy Stadium,Bangalore,India,40000,New Zealand,Australia,New Zealand,105,runs,New Zealand,Bowl,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,14,26,1,0,2,10,6.6,0,0
M017,S003,England Tour of India 2025,India,Test,New Zealand vs Australia Test,12-09-2023,Chinnaswamy Stadium,Bangalore,India,40000,New Zealand,Australia,New Zealand,105,runs,New Zealand,Bowl,P006,Shakib Al Hasan,Bangladesh,All-rounder,Left-hand bat,Left-arm orthodox,89,56,5,0,3,18,3.1,2,0
M017,S003,England Tour of India 2025,India,Test,New Zealand vs Australia Test,12-09-2023,Chinnaswamy Stadium,Bangalore,India,40000,New Zealand,Australia,New Zealand,105,runs,New Zealand,Bowl,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,129,114,9,1,0,0,0,3,0
M018,S003,England Tour of India 2025,India,Test,New Zealand vs Bangladesh Test,02-05-2024,Eden Gardens,Kolkata,India,66000,New Zealand,Bangladesh,New Zealand,105,runs,New Zealand,Bat,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,0,72,4,0,5,30,6.5,0,0
M018,S003,England Tour of India 2025,India,Test,New Zealand vs Bangladesh Test,02-05-2024,Eden Gardens,Kolkata,India,66000,New Zealand,Bangladesh,New Zealand,105,runs,New Zealand,Bat,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,137,115,3,1,3,15,6.5,0,0
M018,S003,England Tour of India 2025,India,Test,New Zealand vs Bangladesh Test,02-05-2024,Eden Gardens,Kolkata,India,66000,New Zealand,Bangladesh,New Zealand,105,runs,New Zealand,Bat,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,81,42,5,0,0,0,0,0,0
M018,S003,England Tour of India 2025,India,Test,New Zealand vs Bangladesh Test,02-05-2024,Eden Gardens,Kolkata,India,66000,New Zealand,Bangladesh,New Zealand,105,runs,New Zealand,Bat,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,49,111,9,0,3,18,3.4,1,0
M018,S003,England Tour of India 2025,India,Test,New Zealand vs Bangladesh Test,02-05-2024,Eden Gardens,Kolkata,India,66000,New Zealand,Bangladesh,New Zealand,105,runs,New Zealand,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,7,51,6,0,4,12,5.9,2,0
M019,S001,Border-Gavaskar Trophy,India,Test,England vs New Zealand Test,12-06-2024,Eden Gardens,Kolkata,India,66000,England,New Zealand,New Zealand,21,wickets,New Zealand,Bat,P008,Pat Cummins,Australia,Bowler,Right-hand bat,Right-arm fast,87,1,10,0,2,8,3.8,2,0
M019,S001,Border-Gavaskar Trophy,India,Test,England vs New Zealand Test,12-06-2024,Eden Gardens,Kolkata,India,66000,England,New Zealand,New Zealand,21,wickets,New Zealand,Bat,P004,Jasprit Bumrah,India,Bowler,Right-hand bat,Right-arm fast,36,42,9,0,5,30,7.8,0,0
M019,S001,Border-Gavaskar Trophy,India,Test,England vs New Zealand Test,12-06-2024,Eden Gardens,Kolkata,India,66000,England,New Zealand,New Zealand,21,wickets,New Zealand,Bat,P002,Rohit Sharma,India,Batsman,Right-hand bat,None,35,19,7,0,0,0,0,0,0
M019,S001,Border-Gavaskar Trophy,India,Test,England vs New Zealand Test,12-06-2024,Eden Gardens,Kolkata,India,66000,England,New Zealand,New Zealand,21,wickets,New Zealand,Bat,P005,Kane Williamson,New Zealand,Batsman,Right-hand bat,Right-arm offbreak,48,13,2,0,0,0,0,3,0
